Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-123.531,48.298,RACE ROCKS,1016640,BC,7.2,1.0,,12.7,1.0,1.5,0.0,,,,,,,,,,,,325.3,0.0,2016
-123.419,48.622,SAANICHTON CDA,1016940,BC,5.4,0.0,0.6,13.0,0.0,-1.5,0.0,0.0,0.0,0.0,138.8,0.0,96.0,0.0,16.0,,,,391.8,0.0,2016
-123.546,48.888,SALTSPRING ST MARY'S L,1016995,BC,5.0,4.0,0.8,11.5,4.0,-2.0,4.0,1.4,4.0,,157.5,4.0,,0.0,14.0,,,,350.0,0.0,2016
-123.427,48.598,SAANICHTON MT NEWTON,1016RM0,BC,,,,,,,,0.0,22.0,,84.0,22.0,,,9.0,,,,,,2016
-123.128,48.775,SATURNA CAPMON,1017098,BC,4.9,0.0,0.5,12.0,0.0,-2.1,0.0,4.2,0.0,30.0,99.0,0.0,77.0,,19.0,,,,407.6,0.0,2016
-123.128,48.775,SATURNA CAPMON CS,1017099,BC,4.7,0.0,,11.7,0.0,-2.4,0.0,,,,100.9,0.0,,,18.0,,,,413.8,0.0,2016
-123.045,48.784,SATURNA ISLAND CS,1017101,BC,6.6,0.0,,13.2,0.0,0.4,0.0,,,,77.4,1.0,,,16.0,,,,352.7,0.0,2016
-123.626,48.647,SHAWNIGAN LAKE,1017230,BC,3.7,0.0,0.2,11.5,0.0,-5.5,0.0,4.8,0.0,24.0,242.0,0.0,112.0,0.0,18.0,,,,444.4,0.0,2016
-123.921,48.377,SHERINGHAM POINT,1017254,BC,6.6,28.0,,9.3,28.0,3.3,26.0,,,,18.8,28.0,,,3.0,,,,34.2,0.0,2016
-123.305,48.457,VICTORIA UNIVERSITY CS,1018598,BC,6.1,1.0,,13.5,1.0,-0.1,0.0,,,,54.1,1.0,,,11.0,,,,357.0,0.0,2016
-123.443,48.476,VICTORIA FRANCIS PARK,1018605,BC,,,,,,,,0.0,21.0,,69.2,21.0,,,10.0,,,,,,2016
-123.325,48.413,VICTORIA GONZALES CS,1018611,BC,6.2,0.0,,12.8,0.0,-0.5,0.0,,,,34.4,9.0,,,13.0,,,,364.7,0.0,2016
-123.426,48.647,VICTORIA INTL A,1018621,BC,4.6,0.0,,12.8,0.0,-4.0,0.0,3.1,0.0,,137.7,0.0,,,17.0,,,,414.8,0.0,2016
-124.16,49.35,BALLENAS ISLAND,1020590,BC,6.0,1.0,,12.1,1.0,0.0,0.0,,,,90.8,2.0,,,15.0,,,,359.9,0.0,2016
-125.273,49.952,CAMPBELL RIVER A,1021261,BC,2.4,0.0,0.0,11.9,0.0,-10.1,0.0,3.2,0.0,14.0,205.5,0.0,94.0,0.0,18.0,,,,483.3,0.0,2016
-125.195,49.998,CAPE MUDGE,1021330,BC,5.0,0.0,0.9,13.0,0.0,-2.5,0.0,4.0,0.0,29.0,248.2,0.0,108.0,0.0,19.0,,,,402.9,0.0,2016
-125.446,50.333,CHATHAM POINT,1021480,BC,4.7,0.0,0.7,11.0,0.0,-2.0,0.0,3.8,0.0,27.0,338.8,0.0,114.0,0.0,21.0,,,,411.2,0.0,2016
-124.683,49.472,CHROME ISLAND,1021500,BC,5.7,0.0,,14.5,0.0,-1.5,0.0,5.0,0.0,,262.4,0.0,,0.0,16.0,,,,380.8,0.0,2016
-124.9,49.717,COMOX A,1021830,BC,4.2,0.0,0.3,11.5,0.0,-5.6,0.0,4.0,0.0,34.0,206.1,0.0,120.0,0.0,16.0,,,,428.5,0.0,2016
-124.949,50.071,CORTES ISLAND TIBER BAY,1021960,BC,3.7,0.0,,12.0,0.0,-6.0,0.0,7.0,0.0,,219.2,0.0,,0.0,16.0,,,,443.2,0.0,2016
-124.999,49.763,COURTENAY GRANTHAM,1021988,BC,3.6,1.0,,10.0,1.0,-5.5,1.0,10.0,1.0,,274.2,1.0,,0.0,20.0,,,,430.6,0.0,2016
-125.033,49.686,COURTENAY PUNTLEDGE,1021989,BC,2.7,2.0,,12.0,1.0,-7.5,1.0,3.5,1.0,,255.1,1.0,,0.0,14.0,,,,444.8,0.0,2016
-123.811,49.209,ENTRANCE ISLAND,1022689,BC,6.1,1.0,,12.5,1.0,0.2,0.0,,,,88.4,3.0,,,13.0,,,,356.8,0.0,2016
-125.993,50.454,FANNY ISLAND,1022795,BC,5.2,1.0,,11.7,1.0,-2.5,0.0,,,,226.6,4.0,,,16.0,,,,384.1,0.0,2016
-123.734,49.154,GABRIOLA ISLAND,1023042,BC,4.4,0.0,0.5,13.0,0.0,-5.0,0.0,0.0,0.0,0.0,167.2,0.0,113.0,,14.0,,,,422.3,0.0,2016
-125.203,50.099,HERIOT BAY SE,1023462,BC,3.9,2.0,,9.5,2.0,-4.0,2.0,4.6,2.0,,216.2,2.0,,0.0,18.0,,,,409.1,0.0,2016
-124.512,49.353,LITTLE QUALICUM HATCHERY,1024638,BC,3.7,16.0,0.5,11.5,16.0,-5.0,16.0,4.0,16.0,,72.4,16.0,,,9.0,,,,214.5,0.0,2016
-123.87,49.054,NANAIMO A,1025370,BC,3.4,1.0,-0.1,11.7,1.0,-7.0,1.0,9.4,1.0,,219.4,1.0,,0.0,15.0,,,,438.8,0.0,2016
-123.988,49.199,NANAIMO CITY YARD,10253G0,BC,,,,,,,,2.7,0.0,20.0,202.0,0.0,109.0,0.0,18.0,,,,,,2016
-127.367,50.681,PORT HARDY A,1026271,BC,4.1,0.0,,10.4,0.0,-7.8,0.0,0.0,0.0,,198.6,0.0,,,16.0,,,,430.8,0.0,2016
-124.394,49.337,QUALICUM BEACH AIRPORT,1026562,BC,3.7,1.0,,12.6,1.0,-5.5,0.0,,,,160.2,1.0,,0.0,16.0,,,,429.4,0.0,2016
-124.617,49.394,QUALICUM R FISH RESEARCH,1026565,BC,4.4,0.0,0.6,16.0,0.0,-4.0,0.0,0.0,0.0,0.0,239.2,0.0,113.0,0.0,14.0,,,,420.4,0.0,2016
-125.304,50.016,QUINSAM RIVER HATCHERY,1026639,BC,3.5,2.0,0.7,12.5,2.0,-7.5,2.0,2.0,2.0,,268.4,2.0,,0.0,18.0,,,,420.4,0.0,2016
-124.435,49.487,SISTERS ISLAND,1027403,BC,6.4,1.0,,12.0,1.0,1.5,0.0,,,,,,,,,,,,348.4,0.0,2016
-123.809,49.209,ENTRANCE ISLAND,102BFHH,BC,5.4,0.0,,13.0,0.0,-1.5,0.0,0.0,0.0,,124.9,0.0,,0.0,15.0,,,,389.2,0.0,2016
-124.982,49.337,ALBERNI ROBERTSON CREEK,1030230,BC,2.2,3.0,0.2,11.5,2.0,-6.5,3.0,0.0,2.0,,379.4,2.0,,0.0,17.0,,,,442.8,0.0,2016
-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,7.1,1.0,1.2,13.0,1.0,-0.5,1.0,0.0,1.0,,405.2,1.0,,0.0,18.0,,,,327.1,0.0,2016
-128.427,50.782,CAPE SCOTT,1031353,BC,6.3,29.0,0.6,10.0,29.0,2.0,29.0,0.0,29.0,,0.0,29.0,,,0.0,,,,23.5,0.0,2016
-124.751,48.612,CARMANAH POINT,1031402,BC,,,,,,,,2.2,0.0,28.0,426.0,0.0,98.0,0.0,17.0,,,,,,2016
-126.418,49.8,CONUMA RIVER HATCHERY,1031844,BC,,,,,,,,0.0,8.0,,500.0,8.0,,0.0,15.0,,,,,,2016
-126.543,49.383,ESTEVAN POINT,1032730,BC,6.8,0.0,0.9,11.5,0.0,-2.0,0.0,0.0,0.0,0.0,337.8,0.0,74.0,0.0,18.0,,,,346.4,0.0,2016
-126.543,49.383,ESTEVAN POINT CS,1032731,BC,6.5,3.0,,11.2,3.0,-2.3,0.0,,,,271.7,3.0,,0.0,18.0,,,,322.6,0.0,2016
-126.055,49.779,GOLD RIVER TOWNSITE,1033232,BC,1.8,6.0,-0.2,10.0,6.0,-11.0,6.0,3.0,6.0,,345.6,6.0,,0.0,17.0,,,,404.9,0.0,2016
-125.923,49.111,LENNARD ISLAND,1034600,BC,6.8,0.0,,11.5,0.0,-2.0,0.0,0.0,0.0,0.0,439.4,0.0,96.0,0.0,20.0,,,,347.9,0.0,2016
-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,4.3,0.0,0.4,12.5,0.0,-4.0,0.0,0.0,0.0,0.0,623.5,0.0,105.0,0.0,20.0,,,,424.6,0.0,2016
-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,6.6,0.0,1.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,343.4,0.0,73.0,0.0,19.0,,,,353.0,0.0,2016
-125.097,48.723,PACHENA POINT,1035940,BC,6.7,0.0,1.0,12.0,0.0,-2.0,0.0,0.0,0.0,0.0,431.0,0.0,104.0,0.0,18.0,,,,349.7,0.0,2016
-124.752,49.202,PORT ALBERNI COX LAKE,1036208,BC,2.2,6.0,-0.6,12.0,6.0,-6.0,6.0,5.6,6.0,,297.2,6.0,,0.0,14.0,,,,394.6,0.0,2016
-127.653,50.534,QUATSINO,1036570,BC,4.6,6.0,0.2,11.0,6.0,-4.5,6.0,0.0,6.0,,175.8,6.0,,,12.0,,,,335.9,0.0,2016
-128.033,50.441,QUATSINO LIGHTSTATION,1036572,BC,7.4,0.0,1.4,13.0,0.0,-1.0,0.0,0.0,0.0,0.0,235.8,0.0,68.0,0.0,19.0,,,,329.6,0.0,2016
-124.927,49.317,PORT ALBERNI (AUT),1036B06,BC,2.3,3.0,,11.5,3.0,-6.9,2.0,,,,291.6,14.0,,,13.0,,,,439.9,0.0,2016
-128.908,50.821,SARTINE ISLAND (AUT),1037090,BC,7.2,1.0,,10.5,1.0,3.6,1.0,,,,130.8,1.0,,,21.0,,,,323.9,0.0,2016
-127.94,50.112,SOLANDER ISLAND (AUT),1037553,BC,7.4,1.0,,11.5,1.0,3.5,1.0,,,,167.2,1.0,,,20.0,,,,317.9,0.0,2016
-126.654,49.932,TAHSIS VILLAGE NORTH,1037899,BC,4.1,11.0,,12.0,11.0,-6.0,11.0,0.0,11.0,,434.6,11.0,,,15.0,,,,278.7,0.0,2016
-125.773,49.082,TOFINO A,1038205,BC,5.5,1.0,0.1,11.7,1.0,-6.1,1.0,0.0,1.0,,409.8,1.0,,0.0,20.0,,,,375.5,0.0,2016
-125.527,48.945,UCLUELET KENNEDY CAMP,1038332,BC,6.3,0.0,0.8,11.5,0.0,-5.0,0.0,0.0,0.0,0.0,552.8,0.0,110.0,0.0,19.0,,,,361.5,0.0,2016
-126.779,50.053,ZEBALLOS MURAUDE CREEK,1039035,BC,3.1,0.0,,13.0,0.0,-6.0,0.0,3.0,0.0,,532.4,0.0,,2.0,20.0,,,,460.6,0.0,2016
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,5.6,0.0,1.0,11.5,0.0,-1.5,0.0,2.6,0.0,30.0,211.4,0.0,113.0,0.0,18.0,,,,383.0,0.0,2016
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,6.2,0.0,0.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3,0.0,112.0,0.0,17.0,,,,365.4,0.0,2016
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,5.6,0.0,,13.3,0.0,0.5,0.0,,,,142.4,0.0,,,16.0,,,,383.8,0.0,2016
-124.032,49.634,PENDER HARBOUR,1046115,BC,,,,,,,,3.0,1.0,,141.8,1.0,,0.0,11.0,,,,,,2016
-123.496,49.526,PORT MELLON,1046332,BC,4.5,0.0,,12.7,0.0,-3.5,0.0,,,,504.6,2.0,,,17.0,,,,419.0,0.0,2016
-124.5,49.834,POWELL RIVER A,1046391,BC,3.6,0.0,0.1,11.5,0.0,-7.5,0.0,5.6,0.0,41.0,220.8,0.0,139.0,0.0,16.0,,,,445.8,0.0,2016
-124.497,49.835,POWELL RIVER,1046392,BC,3.3,0.0,,11.4,0.0,-7.2,0.0,,,,201.6,0.0,,,19.0,,,,455.3,0.0,2016
-123.715,49.458,SECHELT AUT,1047172,BC,4.6,1.0,,12.8,1.0,-5.3,0.0,,,,124.0,1.0,,0.0,16.0,,,,402.0,0.0,2016
-123.161,49.783,SQUAMISH AIRPORT,10476F0,BC,1.2,1.0,,10.3,1.0,-8.9,0.0,,,,418.1,1.0,,0.0,15.0,,,,502.7,0.0,2016
-122.955,50.129,WHISTLER,1048898,BC,-2.6,0.0,-0.4,4.6,0.0,-14.5,0.0,79.1,0.0,77.0,187.6,0.0,107.0,56.0,16.0,,,,637.1,0.0,2016
-131.016,51.936,CAPE ST JAMES,1051351,BC,7.5,3.0,,9.8,3.0,4.0,1.0,,,,140.4,3.0,,,22.0,,,,295.1,0.0,2016
-132.772,53.316,KINDAKUN ROCKS (AUT),1054222,BC,7.9,13.0,,13.0,12.0,3.1,8.0,,,,92.8,13.0,,,15.0,,,,181.3,0.0,2016
-133.058,54.255,LANGARA,1054500,BC,5.9,0.0,1.9,10.6,0.0,-0.4,0.0,0.0,0.0,0.0,143.8,0.0,70.0,0.0,21.0,,,,374.6,0.0,2016
-133.058,54.255,LANGARA ISLAND RCS,1054503,BC,5.8,1.0,,10.3,1.0,-0.4,1.0,,,,113.3,1.0,,,19.0,,,,365.8,0.0,2016
-132.167,54.0,MASSET A,1054925,BC,5.4,0.0,,12.0,0.0,-5.4,0.0,0.0,0.0,,169.3,0.0,,0.0,21.0,,,,391.6,0.0,2016
-131.661,54.159,ROSE SPIT (AUT),1056869,BC,6.5,1.0,,10.7,1.0,-0.4,0.0,,,,177.5,1.0,,,21.0,,,,343.9,0.0,2016
-131.813,53.254,SANDSPIT A,1057050,BC,6.0,0.0,2.0,11.5,0.0,-1.0,0.0,0.0,0.0,0.0,198.2,0.0,104.0,0.0,20.0,,,,370.7,0.0,2016
-131.813,53.249,SANDSPIT AIRPORT AUTO,1057051,BC,6.2,1.0,,11.2,1.0,-0.6,0.0,,,,184.9,1.0,,,20.0,,,,353.6,0.0,2016
-131.814,53.254,SANDSPIT,1057052,BC,5.6,9.0,,11.3,9.0,0.4,9.0,,,,77.0,9.0,,,10.0,,,,273.3,0.0,2016
-132.299,53.764,SEWALL MASSET INLET,105PA91,BC,6.0,4.0,,11.0,4.0,-3.5,4.0,0.0,4.0,,157.6,4.0,,,20.0,,,,324.3,0.0,2016
-127.864,51.604,ADDENBROKE ISLAND,1060080,BC,6.2,0.0,1.6,14.5,0.0,-3.0,0.0,0.0,0.0,0.0,264.8,0.0,65.0,0.0,18.0,,,,364.4,0.0,2016
-128.157,52.185,BELLA BELLA,1060815,BC,3.8,0.0,,12.8,0.0,-9.4,0.0,,,,158.2,0.0,,,17.0,,,,439.2,0.0,2016
-126.596,52.388,BELLA COOLA A,1060841,BC,-0.3,0.0,-0.5,7.7,0.0,-14.2,0.0,2.2,0.0,7.0,108.6,0.0,69.0,0.0,10.0,,,,567.1,0.0,2016
-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,-0.5,1.0,,7.6,1.0,-15.4,0.0,,,,63.9,1.0,,5.0,8.0,,,,556.0,0.0,2016
-128.524,52.643,BOAT BLUFF,1060901,BC,5.1,0.0,1.6,12.5,0.0,-2.0,0.0,0.0,0.0,0.0,379.0,0.0,63.0,0.0,19.0,,,,398.9,0.0,2016
-130.638,53.493,BONILLA ISLAND,1060902,BC,6.7,0.0,1.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,71.0,0.0,22.0,,,,348.9,0.0,2016
-130.639,53.493,BONILLA ISLAND (AUT),1060R0K,BC,7.0,4.0,,11.3,3.0,0.2,3.0,,,,85.2,6.0,,,16.0,,,,298.1,0.0,2016
-127.471,52.187,CATHEDRAL POINT (AUT),1061458,BC,3.9,1.0,,9.4,1.0,-2.3,1.0,,,,127.0,5.0,,,15.0,,,,424.1,0.0,2016
-131.602,53.03,CUMSHEWA ISLAND,1062251,BC,7.2,1.0,,11.2,1.0,1.5,1.0,,,,263.4,4.0,,,16.0,,,,324.5,0.0,2016
-128.112,52.185,DRYAD POINT,1062544,BC,5.7,0.0,1.5,13.0,0.0,-2.0,0.0,1.0,0.0,9.0,141.0,0.0,50.0,0.0,16.0,,,,380.3,0.0,2016
-130.708,54.569,GREEN ISLAND,1063298,BC,5.1,0.0,1.9,10.5,0.0,-1.0,0.0,0.0,0.0,0.0,211.6,0.0,79.0,0.0,21.0,,,,398.9,0.0,2016
-130.698,54.58,GREY ISLET (AUT),1063303,BC,5.2,1.0,,11.2,0.0,-0.8,1.0,,,,119.2,6.0,,,19.0,,,,385.0,0.0,2016
-127.632,50.94,HERBERT ISLAND (AUT),1063461,BC,7.0,0.0,,10.8,0.0,2.2,0.0,,,,59.0,0.0,,,14.0,,,,339.8,0.0,2016
-130.361,54.172,HOLLAND ROCK,1063496,BC,6.2,1.0,,11.6,1.0,-1.5,0.0,,,,83.6,3.0,,,18.0,,,,354.8,0.0,2016
-128.407,52.27,IVORY ISLAND,1063690,BC,5.9,0.0,1.5,12.5,0.0,-1.5,0.0,0.0,0.0,0.0,165.4,0.0,56.0,0.0,19.0,,,,376.6,0.0,2016
-128.634,54.054,KITIMAT TOWNSITE,1064320,BC,-1.3,0.0,0.4,6.0,0.0,-15.0,0.0,15.6,0.0,17.0,235.4,0.0,82.0,11.0,20.0,,,,597.5,0.0,2016
-130.609,54.296,LUCY ISLAND LIGHTSTATION,1064728,BC,6.4,1.0,,11.4,1.0,0.0,0.0,,,,,,,,,,,,349.4,0.0,2016
-128.719,52.262,MCINNES ISLAND,1065010,BC,4.2,30.0,-0.5,5.8,30.0,2.6,30.0,,,,,,,,,,,,13.8,0.0,2016
-130.445,54.286,PRINCE RUPERT,1066482,BC,4.6,0.0,,11.8,0.0,-6.2,0.0,,,,120.5,0.0,,,17.0,,,,415.7,0.0,2016
-130.29,54.32,PRINCE RUPERT MONT CIRC,1066488,BC,,,,,,,,0.0,10.0,,181.2,10.0,,,15.0,,,,,,2016
-129.985,55.936,STEWART A,1067742,BC,-1.0,0.0,2.0,5.5,0.0,-14.3,0.0,15.9,0.0,10.0,72.8,0.0,31.0,18.0,14.0,,,,587.5,0.0,2016
-128.625,54.502,TERRACE PCC,1068131,BC,-0.7,0.0,1.2,6.5,0.0,-13.5,0.0,3.4,0.0,8.0,80.2,0.0,59.0,2.0,11.0,,,,581.1,0.0,2016
-128.578,54.469,TERRACE A,1068134,BC,-2.7,0.0,,5.0,0.0,-15.9,0.0,26.7,0.0,,107.9,0.0,,3.0,15.0,,,,641.8,0.0,2016
-130.88,54.295,TRIPLE ISLAND,1068250,BC,6.5,0.0,,11.5,0.0,1.5,0.0,0.0,0.0,,87.2,0.0,,0.0,20.0,,,,355.4,0.0,2016
-128.682,54.044,KITIMAT HATCHERY,106D289,BC,-1.5,12.0,,6.5,12.0,-18.0,12.0,3.3,12.0,,160.6,12.0,,,13.0,,,,370.6,0.0,2016
-126.277,54.199,EQUITY SILVER,1072692,BC,-7.1,0.0,1.3,3.0,0.0,-23.0,0.0,45.6,0.0,72.0,50.2,0.0,78.0,0.0,11.0,,,,777.6,0.0,2016
-126.668,54.396,HOUSTON,1073615,BC,-6.5,6.0,,7.0,6.0,-22.0,6.0,4.5,6.0,,4.5,6.0,,0.0,2.0,,,,612.6,0.0,2016
-129.03,55.238,NASS CAMP,1075384,BC,-4.5,0.0,1.1,4.5,0.0,-21.0,0.0,35.2,0.0,41.0,54.8,0.0,40.0,27.0,12.0,,,,696.7,0.0,2016
-127.183,54.825,SMITHERS,1077499,BC,-6.3,0.0,,6.5,0.0,-24.1,0.0,,,,33.1,0.0,,,5.0,,,,752.3,0.0,2016
-127.183,54.825,SMITHERS A,1077500,BC,-5.9,0.0,1.3,6.8,0.0,-24.1,0.0,16.2,0.0,36.0,9.6,0.0,22.0,29.0,5.0,,,,741.6,0.0,2016
-127.189,54.824,SMITHERS AIRPORT AUTO,1077501,BC,-5.9,1.0,,7.4,1.0,-24.4,0.0,,,,15.1,1.0,,25.0,4.0,,,,718.2,0.0,2016
-126.163,54.816,TOPLEY LANDING,1078209,BC,-5.9,2.0,2.6,5.0,2.0,-18.0,2.0,35.0,2.0,,35.0,2.0,,,15.0,,,,693.4,0.0,2016
-127.171,55.289,SUSKWA VALLEY,107G879,BC,-6.4,0.0,0.0,2.0,0.0,-23.5,0.0,22.2,0.0,48.0,28.6,0.0,47.0,39.0,9.0,,,,757.7,0.0,2016
-125.997,53.772,OOTSA LAKESKINS LAKE CLIMATE,1085836,BC,-8.1,1.0,,6.5,1.0,-20.9,0.0,,,,124.5,1.0,,32.0,18.0,,,,783.8,0.0,2016
-122.734,50.306,PEMBERTON AIRPORT CS,1086082,BC,-1.8,1.0,,4.9,1.0,-14.5,0.0,,,,98.9,1.0,,16.0,12.0,,,,594.9,0.0,2016
-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-9.2,0.0,,6.6,0.0,-34.0,0.0,,,,12.5,0.0,,26.0,3.0,,,,843.8,0.0,2016
-124.403,51.675,TATLAYOKO LAKE RCS,1088015,BC,-6.2,0.0,,8.1,0.0,-24.7,0.0,,,,66.3,0.0,,12.0,8.0,,,,749.5,0.0,2016
-125.959,54.383,BURNS LAKE DECKER LAKE,1091174,BC,-7.4,1.0,,6.2,1.0,-27.7,0.0,,,,19.7,1.0,,36.0,9.0,,,,763.4,0.0,2016
-120.7,53.6,CRESCENT SPUR,1092120,BC,-5.3,1.0,,4.5,1.0,-24.0,1.0,36.4,1.0,,51.8,1.0,,,7.0,,,,698.9,0.0,2016
-124.286,54.455,FORT ST JAMES,1092970,BC,-4.9,16.0,4.6,6.0,16.0,-23.0,16.0,15.0,16.0,,16.5,16.0,,,6.0,,,,344.2,0.0,2016
-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-5.9,0.0,,8.1,0.0,-23.8,0.0,,,,26.9,0.0,,25.0,8.0,,,,741.0,0.0,2016
-122.699,53.531,HIXON,1093474,BC,-6.7,5.0,0.0,8.0,5.0,-23.5,5.0,39.0,5.0,,54.2,5.0,,,9.0,,,,643.4,0.0,2016
-121.364,52.363,HORSEFLY LAKE GRUHS LAKE,1093600,BC,-4.8,16.0,2.1,10.5,16.0,-25.0,16.0,19.1,16.0,,24.1,16.0,,20.0,6.0,,,,342.3,0.0,2016
-122.374,52.38,MCLEESE LAKE FRASERVIEW,1095015,BC,-3.7,2.0,2.5,12.5,2.0,-24.5,2.0,23.0,2.0,,24.8,2.0,,17.0,6.0,,,,628.2,0.0,2016
-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-4.7,17.0,,6.0,12.0,-23.0,13.0,46.4,12.0,,56.7,12.0,,,9.0,,,,318.1,0.0,2016
-122.678,53.884,PRINCE GEORGE,1096439,BC,-6.8,0.0,,7.3,0.0,-25.7,0.0,,,,19.8,0.0,,,6.0,,,,768.2,0.0,2016
-122.672,53.889,PRINCE GEORGE AIRPORT AUTO,1096453,BC,-6.4,1.0,,7.4,1.0,-25.4,0.0,,,,34.3,1.0,,14.0,11.0,,,,730.7,0.0,2016
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-4.7,1.0,2.0,10.0,1.0,-22.0,1.0,36.3,1.0,,50.1,1.0,,19.0,14.0,,,,682.1,0.0,2016
-122.51,53.026,QUESNEL,1096629,BC,-3.8,2.0,,10.2,2.0,-24.4,2.0,,,,29.3,2.0,,,8.0,,,,632.1,0.0,2016
-122.506,53.027,QUESNEL AIRPORT AUTO,1096631,BC,-4.4,1.0,,10.4,1.0,-25.3,0.0,,,,36.6,1.0,,12.0,9.0,,,,673.1,0.0,2016
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-6.5,0.0,1.1,8.5,0.0,-28.5,0.0,45.5,0.0,125.0,52.7,0.0,115.0,27.0,14.0,,,,758.6,0.0,2016
-122.054,52.183,WILLIAMS LAKE A,1098941,BC,-5.2,0.0,,8.2,0.0,-24.8,0.0,31.0,0.0,,29.0,1.0,,25.0,8.0,,,,719.7,0.0,2016
-124.017,54.033,VANDERHOOF,1098D90,BC,-6.1,5.0,2.9,7.5,5.0,-25.0,5.0,28.8,5.0,,28.8,5.0,,0.0,9.0,,,,625.7,0.0,2016
-121.263,51.623,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-4.3,4.0,,17.5,2.0,-25.5,4.0,35.0,1.0,,37.2,1.0,,36.0,8.0,,,,601.8,0.0,2016
-122.36,49.025,ABBOTSFORD A,1100031,BC,3.8,0.0,,14.6,0.0,-6.5,0.0,0.0,0.0,,166.7,1.0,,,15.0,,,,440.3,0.0,2016
-121.76,49.243,AGASSIZ RCS,1100119,BC,4.3,0.0,0.9,12.1,0.0,-3.8,0.0,,,,211.3,0.0,,,17.0,,,,424.1,0.0,2016
-121.76,49.243,AGASSIZ CDA,1100120,BC,4.4,2.0,1.0,12.0,1.0,-5.0,1.0,0.0,0.0,0.0,231.9,0.0,96.0,0.0,19.0,,,,395.8,0.0,2016
-122.955,50.129,WHISTLER - NESTERS,1100875,BC,-2.0,0.0,,4.8,0.0,-14.0,0.0,,,,152.5,0.0,,47.0,16.0,,,,620.9,0.0,2016
-122.936,50.102,BLACKCOMB BASE SLIDING CENTER,1100881,BC,-1.6,0.0,,7.1,0.0,-11.6,0.0,,,,164.6,0.0,,74.0,16.0,,,,607.1,0.0,2016
-122.918,49.278,BURNABY SIMON FRASER U,1101158,BC,7.0,25.0,3.4,11.0,25.0,3.5,25.0,0.0,25.0,,97.0,25.0,,,5.0,,,,66.1,0.0,2016
-123.111,50.144,CALLAGHAN VALLEY,1101300,BC,-0.7,2.0,,5.9,2.0,-9.3,2.0,,,,323.7,2.0,,99.0,14.0,,,,543.1,0.0,2016
-122.698,49.109,CLOVERDALE EAST,1101708,BC,-0.6,26.0,,4.0,26.0,-6.5,26.0,1.0,26.0,,9.6,26.0,,,2.0,,,,93.1,0.0,2016
-122.866,49.269,COQUITLAM COMO LAKE AVE,1101889,BC,,,,,,,,1.0,8.0,,137.6,8.0,,0.0,12.0,,,,,,2016
-121.704,49.08,CHILLIWACK R HATCHERY,1101N65,BC,2.3,4.0,0.5,10.0,4.0,-6.0,4.0,0.5,4.0,,186.2,4.0,,,16.0,,,,423.5,0.0,2016
-123.002,49.126,DELTA BURNS BOG,1102415,BC,3.8,1.0,,12.7,1.0,-9.1,0.0,,,,153.2,1.0,,,16.0,,,,424.8,0.0,2016
-123.093,49.011,DELTA TSAWWASSEN BEACH,1102425,BC,5.1,5.0,0.0,12.5,5.0,-4.5,5.0,0.0,5.0,,117.0,5.0,,0.0,16.0,,,,335.7,0.0,2016
-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,4.2,0.0,,13.5,0.0,-7.5,0.0,0.6,0.0,,194.4,0.0,,0.0,20.0,,,,426.8,0.0,2016
-122.573,49.264,HANEY UBC RF ADMIN,1103332,BC,4.1,0.0,0.8,12.0,0.0,-5.5,0.0,0.0,0.0,0.0,309.0,0.0,100.0,0.0,20.0,,,,432.0,0.0,2016
-121.579,49.356,LAIDLAW,1104488,BC,2.9,0.0,0.7,10.5,0.0,-6.0,0.0,0.0,0.0,0.0,238.2,0.0,83.0,,19.0,,,,469.5,0.0,2016
-122.271,49.153,MISSION WEST ABBEY,1105192,BC,3.6,0.0,0.3,12.0,0.0,-5.0,0.0,0.8,0.0,3.0,223.4,0.0,88.0,0.0,18.0,,,,446.8,0.0,2016
-123.078,49.182,RICHMOND OPERATIONS CENTRE,1105210,BC,,,,,,,,,,,191.9,0.0,,,22.0,,,,,,2016
-123.078,49.381,N VANC GROUSE MTN RESORT,1105658,BC,1.3,7.0,1.7,6.0,7.0,-4.0,7.0,19.0,7.0,,317.5,7.0,,,16.0,,,,400.8,0.0,2016
