Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-123.184,49.195,VANCOUVER INTL A,1108395,BC,18.4,0.0,,26.8,0.0,10.6,0.0,0.0,0.0,,67.8,1.0,,0.0,7.0,,,,12.4,25.4,2015
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,19.2,0.0,,28.8,0.0,12.1,0.0,,,,75.6,0.0,,,6.0,,,,6.6,43.4,2015
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,19.2,0.0,,32.3,0.0,12.3,0.0,,,,138.5,0.0,,,7.0,,,,13.6,52.3,2015
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,11.3,1.0,,23.5,1.0,1.0,1.0,0.0,1.0,,122.3,1.0,,0.0,9.0,,,,202.5,0.8,2015
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,18.6,0.0,,30.5,0.0,10.0,0.0,,,,52.2,0.0,,,5.0,,,,12.3,29.5,2015
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,18.8,3.0,1.6,32.0,3.0,7.5,3.0,0.0,3.0,,72.9,3.0,,,5.0,,,,13.7,36.6,2015
-121.498,49.368,HOPE A,1113542,BC,20.1,0.0,,33.6,0.0,9.0,0.0,,,,132.9,0.0,,,8.0,,,,11.4,76.5,2015
-121.493,49.37,HOPE AIRPORT,1113543,BC,19.9,0.0,,33.7,0.0,8.9,0.0,,,,126.0,0.0,,,8.0,,,,12.3,72.7,2015
-121.233,49.267,HOPE SLIDE,1113581,BC,16.5,0.0,1.2,32.0,0.0,5.5,0.0,0.0,0.0,,111.6,0.0,270.0,0.0,8.0,,,,66.7,19.6,2015
-121.934,50.684,LILLOOET,1114619,BC,22.5,0.0,,38.7,0.0,8.6,0.0,,,,,,,,,,,,3.4,143.8,2015
-121.582,50.224,LYTTON A,1114738,BC,22.9,1.0,,39.7,1.0,10.2,1.0,,,,36.5,1.0,,,5.0,,,,5.8,152.9,2015
-121.582,50.224,LYTTON RCS,1114746,BC,22.9,0.0,,40.2,0.0,9.7,0.0,,,,31.3,0.0,,,5.0,,,,5.9,157.4,2015
-120.069,49.364,HEDLEY N,1123370,BC,21.2,0.0,,39.5,0.0,6.0,0.0,0.0,0.0,,51.2,0.0,,0.0,7.0,,,,9.5,109.5,2015
-120.333,49.673,JELLICOE,1123721,BC,17.1,2.0,,35.5,2.0,2.0,2.0,0.0,2.0,,59.8,2.0,,0.0,8.0,,,,54.1,27.3,2015
-119.378,49.957,KELOWNA,1123939,BC,20.0,4.0,,37.8,4.0,4.6,4.0,,,,0.0,17.0,,,0.0,,,,11.5,66.2,2015
-119.4,49.941,KELOWNA UBCO,1123996,BC,21.3,0.0,,39.2,0.0,6.3,0.0,,,,13.9,0.0,,,4.0,,,,7.4,109.1,2015
-119.4,49.95,KELOWNA MWS0,11239R0,BC,21.1,0.0,,39.0,0.0,5.7,0.0,0.0,0.0,,22.6,0.0,,0.0,7.0,,,,8.0,103.4,2015
-120.778,50.113,MERRITT,1125073,BC,18.9,0.0,,36.4,0.0,3.0,0.0,,,,31.0,1.0,,,5.0,,,,20.7,49.6,2015
-120.801,50.114,MERRITT STP,1125079,BC,19.9,0.0,1.3,36.0,0.0,5.5,0.0,0.0,0.0,,23.1,0.0,112.0,0.0,5.0,,,,12.8,71.7,2015
-119.445,50.056,OKANAGAN CENTRE,1125700,BC,21.7,0.0,1.3,33.5,0.0,1.5,0.0,0.0,0.0,,15.4,0.0,48.0,0.0,4.0,,,,8.6,122.1,2015
-119.545,49.179,OLIVER STP,1125766,BC,22.8,13.0,1.1,39.0,13.0,10.0,13.0,0.0,13.0,,4.1,13.0,,0.0,2.0,,,,1.4,88.4,2015
-119.441,49.028,OSOYOOS CS,1125852,BC,22.3,0.0,-0.1,38.3,0.0,8.7,0.0,,,,7.5,0.0,,,2.0,,,,3.9,136.1,2015
-119.717,49.783,PEACHLAND,1126070,BC,22.7,0.0,1.9,36.5,0.0,10.0,0.0,0.0,0.0,,10.6,0.0,41.0,0.0,3.0,,,,0.5,146.3,2015
-119.602,49.463,PENTICTON A,1126146,BC,21.2,0.0,,35.8,0.0,6.6,0.0,0.0,0.0,,22.6,0.0,,,5.0,,,,4.3,102.1,2015
-120.513,49.468,PRINCETON A,1126510,BC,18.6,1.0,0.7,36.0,1.0,4.0,1.0,0.0,1.0,,40.2,1.0,,0.0,6.0,,,,28.2,45.0,2015
-119.31,50.264,VERNON BELLA VISTA,1128553,BC,21.0,3.0,1.3,37.5,2.0,7.0,2.0,0.0,2.0,,17.0,2.0,,,5.0,,,,4.7,88.1,2015
-119.194,50.223,VERNON AUTO,1128582,BC,20.7,0.0,,36.5,0.0,6.7,0.0,,,,13.6,0.0,,,4.0,,,,12.4,96.1,2015
-119.271,50.344,VERNON NORTH,1128583,BC,21.6,0.0,1.1,37.0,0.0,7.0,0.0,0.0,0.0,,26.6,0.0,83.0,0.0,6.0,,,,7.8,118.7,2015
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,14.3,10.0,,27.0,10.0,3.0,10.0,0.2,10.0,,46.3,10.0,,0.0,8.0,,,,84.2,5.6,2015
-119.415,50.037,WINFIELD,1128958,BC,21.2,8.0,1.1,36.5,8.0,12.0,8.0,0.0,8.0,,12.0,8.0,,0.0,2.0,,,,3.4,77.5,2015
-120.51,49.465,PRINCETON CS,112FN0M,BC,18.7,0.0,,36.3,0.0,4.2,0.0,,,,32.6,0.0,,,4.0,,,,27.8,50.7,2015
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,21.8,0.0,0.8,36.0,0.0,8.5,0.0,,,,17.6,0.0,,,5.0,,,,4.5,120.9,2015
-118.491,49.037,GRAND FORKS HARDY MTN,1133273,BC,,,,,,,,0.0,1.0,,16.4,1.0,,0.0,3.0,,,,,,2015
-118.772,49.004,MIDWAY,1135126,BC,19.2,0.0,0.5,37.5,0.0,3.5,0.0,0.0,0.0,,10.2,0.0,36.0,0.0,3.0,,,,30.9,66.8,2015
-118.228,49.017,BILLINGS,1140876,BC,21.5,2.0,1.1,38.0,2.0,8.0,2.0,0.0,2.0,,2.7,2.0,,,1.0,,,,7.1,107.7,2015
-117.633,49.296,CASTLEGAR A,1141455,BC,20.4,0.0,0.4,37.6,0.0,6.2,0.0,0.0,0.0,,18.6,0.0,61.0,0.0,4.0,,,,14.7,88.7,2015
-117.774,49.343,CASTLEGAR BCHPA DAM,1141457,BC,21.0,0.0,1.1,37.5,0.0,10.5,0.0,0.0,0.0,,24.5,0.0,73.0,0.0,5.0,,,,10.8,102.8,2015
-116.518,49.097,CRESTON,1142160,BC,20.6,0.0,1.0,34.0,0.0,8.0,0.0,0.0,0.0,,20.6,0.0,66.0,0.0,2.0,,,,13.5,93.4,2015
-116.972,50.239,DUNCAN LAKE DAM,1142574,BC,17.3,0.0,0.2,34.0,0.0,3.5,0.0,0.0,0.0,,41.8,0.0,80.0,0.0,9.0,,,,50.5,27.9,2015
-118.068,49.872,FAUQUIER,1142820,BC,18.0,0.0,-0.1,33.5,0.0,6.0,0.0,0.0,0.0,,43.2,0.0,91.0,,9.0,,,,40.9,42.1,2015
-116.921,49.913,KASLO,1143900,BC,20.2,0.0,1.9,33.5,0.0,7.0,0.0,0.0,0.0,,23.6,0.0,53.0,0.0,5.0,,,,19.6,87.8,2015
-116.458,49.032,LISTER,1144635,BC,20.3,0.0,0.6,37.1,0.0,5.0,0.0,0.0,0.0,,25.5,0.0,91.0,,5.0,,,,17.7,90.3,2015
-117.817,50.269,NAKUSP CS,1145297,BC,18.6,0.0,,35.2,0.0,5.6,0.0,,,,38.0,0.0,,,7.0,,,,34.5,53.3,2015
-117.206,49.586,NELSON NE,1145442,BC,20.3,5.0,,34.5,5.0,8.0,5.0,0.0,5.0,,8.6,5.0,,,3.0,,,,7.1,67.0,2015
-117.37,49.996,NEW DENVER,1145460,BC,19.5,0.0,0.6,37.0,0.0,6.0,0.0,0.0,0.0,,30.4,0.0,55.0,0.0,6.0,,,,23.0,69.9,2015
-117.305,49.491,NELSON CS,1145M29,BC,20.7,0.0,,36.6,0.0,8.1,0.0,,,,28.5,0.0,,,5.0,,,,14.6,96.9,2015
-117.739,49.112,WARFIELD RCS,1148705,BC,21.3,0.0,,39.1,0.0,7.5,0.0,,,,22.0,0.0,,,3.0,,,,13.1,116.9,2015
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,21.0,0.0,,34.5,0.0,7.9,0.0,,,,18.2,0.0,,,2.0,,,,13.8,107.0,2015
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,19.5,1.0,,36.5,1.0,5.0,1.0,0.0,1.0,,38.0,1.0,,0.0,7.0,,,,26.3,71.6,2015
-115.221,49.226,BAYNES LAKE KOOTENAY RIVER,1150690,BC,19.1,5.0,1.3,37.5,5.0,3.5,5.0,0.0,5.0,,1.6,5.0,,,1.0,,,,22.7,52.4,2015
-115.782,49.612,CRANBROOK A,1152105,BC,19.2,0.0,,36.1,0.0,4.2,0.0,0.0,0.0,,13.6,2.0,,,2.0,,,,30.1,68.4,2015
-115.789,49.618,CRANBROOK AIRPORT AUTO,1152106,BC,18.9,2.0,,36.5,2.0,3.6,0.0,,,,10.4,2.0,,,2.0,,,,31.7,57.3,2015
-115.073,49.489,FERNIE,1152850,BC,19.0,20.0,2.7,36.0,20.0,5.0,17.0,0.0,16.0,,46.8,16.0,,,3.0,,,,7.7,18.8,2015
-114.855,50.149,FORDING RIVER COMINCO,1152899,BC,12.8,22.0,0.7,30.2,18.0,-2.1,18.0,0.0,18.0,,49.3,18.0,,,5.0,,,,47.1,0.1,2015
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,19.3,19.0,,38.0,15.0,2.0,15.0,0.0,15.0,,12.2,15.0,,0.0,2.0,,,,9.7,25.5,2015
-115.962,49.632,KIMBERLEY PCC,1154203,BC,20.8,24.0,3.2,36.0,15.0,7.0,24.0,0.0,15.0,,3.0,15.0,,0.0,2.0,,,,3.7,23.3,2015
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,17.9,1.0,0.1,36.0,1.0,0.0,1.0,0.0,1.0,,56.8,1.0,,0.0,9.0,,,,52.4,49.3,2015
-114.883,49.745,SPARWOOD,1157630,BC,16.5,0.0,1.0,35.0,0.0,0.5,0.0,0.0,0.0,0.0,51.2,0.0,147.0,0.0,6.0,,,,70.5,25.0,2015
-114.884,49.745,SPARWOOD CS,1157631,BC,16.6,2.0,,35.3,2.0,0.5,0.0,,,,22.0,7.0,,,5.0,,,,65.5,24.9,2015
-115.46,49.473,WARDNER KTNY HATCHERY,1158692,BC,20.1,15.0,1.9,37.5,15.0,2.0,15.0,0.0,15.0,,10.4,15.0,,,2.0,,,,16.2,49.2,2015
-115.631,49.807,WASA,1158730,BC,18.8,0.0,1.1,34.0,0.0,5.5,0.0,0.0,0.0,,28.2,0.0,75.0,0.0,7.0,,,,32.7,57.1,2015
-121.281,50.708,ASHCROFT,1160515,BC,23.2,0.0,,38.9,0.0,8.6,0.0,,,,36.8,0.0,,,3.0,,,,1.4,161.4,2015
-119.29,52.129,BLUE RIVER A,1160899,BC,16.5,0.0,0.5,33.7,0.0,0.1,0.0,0.0,0.0,,91.1,0.0,111.0,0.0,10.0,,,,63.2,16.2,2015
-119.29,52.129,BLUE RIVER CS,1160H99,BC,16.4,0.0,,33.5,0.0,0.0,0.0,,,,69.8,1.0,,,10.0,,,,66.1,16.3,2015
-121.083,51.709,BUFFALO LAKE,1161104,BC,14.3,3.0,0.5,30.5,3.0,-2.0,3.0,0.0,3.0,,24.2,3.0,,0.0,6.0,,,,104.8,0.0,2015
-120.082,51.653,CLEARWATER AUTO,1161650,BC,19.5,0.0,,36.4,0.0,4.1,0.0,,,,26.2,0.0,,,6.0,,,,12.3,59.9,2015
-121.685,51.266,CLINTON A,1161662,BC,14.4,10.0,,28.8,10.0,-1.9,9.0,,,,15.5,10.0,,,4.0,,,,75.7,0.0,2015
-121.505,51.144,CLINTON RCS,1161663,BC,16.5,0.0,,32.8,0.0,0.5,0.0,,,,16.3,1.0,,,4.0,,,,67.4,20.7,2015
-120.728,51.03,CRISS CREEK,1162177,BC,14.1,0.0,0.9,30.5,0.0,-2.5,0.0,0.0,0.0,,16.2,0.0,35.0,0.0,5.0,,,,121.0,0.8,2015
-120.183,51.297,DARFIELD,1162265,BC,20.0,0.0,1.7,35.5,0.0,5.0,0.0,0.0,0.0,,13.6,0.0,33.0,0.0,5.0,,,,5.0,67.6,2015
-120.449,50.703,KAMLOOPS A,1163781,BC,22.3,0.0,,37.5,0.0,7.9,0.0,0.0,0.0,,23.6,0.0,,,2.0,,,,0.7,135.0,2015
-120.442,50.702,KAMLOOPS AUT,1163842,BC,22.3,0.0,,37.4,0.0,7.6,0.0,,,,21.1,0.0,,,2.0,,,,0.4,135.2,2015
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,15.3,0.0,,31.0,0.0,2.0,0.0,0.0,0.0,,22.0,0.0,,0.0,4.0,,,,92.0,9.5,2015
-120.8,50.935,RED LAKE,1166658,BC,17.0,0.0,2.1,32.0,0.0,3.5,0.0,0.0,0.0,,32.4,0.0,78.0,0.0,7.0,,,,60.1,29.7,2015
-119.234,50.686,SALMON ARM A,1166R45,BC,19.3,0.0,0.8,36.0,0.0,4.0,0.0,0.0,0.0,,21.6,0.0,58.0,,7.0,,,,24.7,65.6,2015
-119.35,50.545,SILVER CREEK,1167337,BC,19.4,0.0,1.0,37.0,0.0,3.5,0.0,0.0,0.0,,29.1,0.0,86.0,0.0,7.0,,,,17.2,59.6,2015
-119.778,51.576,VAVENBY,1168520,BC,18.7,2.0,1.1,35.0,1.0,4.0,1.0,0.0,1.0,,61.2,1.0,,0.0,9.0,,,,15.9,34.8,2015
-120.2,50.6,KAMLOOPS PRATT ROAD,116C8P0,BC,20.0,6.0,,33.0,6.0,6.0,6.0,0.0,6.0,,24.4,6.0,,,4.0,,,,16.2,65.5,2015
-119.291,50.703,SALMON ARM CS,116FRMN,BC,19.9,0.0,0.1,37.0,0.0,5.2,0.0,,,,13.4,0.0,,,6.0,,,,12.9,70.3,2015
-119.472,52.719,CARIBOO LODGE,1171393,BC,13.8,1.0,0.1,27.0,1.0,-1.0,1.0,0.0,1.0,,106.0,1.0,,,10.0,,,,126.5,0.0,2015
-116.982,51.299,GOLDEN A,1173210,BC,16.3,1.0,-0.4,33.0,1.0,2.5,1.0,0.0,1.0,,33.4,1.0,,0.0,12.0,,,,64.7,13.0,2015
-118.425,51.63,GOLDSTREAM RIVER,1173242,BC,17.7,0.0,1.3,33.0,0.0,5.0,0.0,0.0,0.0,,117.0,0.0,156.0,0.0,15.0,,,,40.5,30.0,2015
-118.585,52.053,MICA DAM,1175122,BC,16.2,12.0,0.1,30.0,7.0,3.0,6.0,0.0,7.0,,85.2,7.0,,0.0,9.0,,,,40.1,6.1,2015
-118.183,50.967,REVELSTOKE A,1176745,BC,17.9,0.0,,36.1,0.0,5.3,0.0,,,,83.4,0.0,,,10.0,,,,42.5,40.4,2015
-118.176,50.958,REVELSTOKE AIRPORT AUTO,1176755,BC,18.4,0.0,,36.5,0.0,6.0,0.0,,,,73.1,0.0,,,10.0,,,,39.2,50.4,2015
-116.345,51.443,YOHO PARK,11790J1,BC,12.0,2.0,,27.5,2.0,-2.3,0.0,,,,111.7,2.0,,0.0,10.0,,,,174.1,0.0,2015
-116.541,51.433,YOHO NP EMERALD LAKE,117R00G,BC,13.7,3.0,,30.0,3.0,0.0,3.0,0.0,3.0,,50.1,3.0,,0.0,10.0,,,,120.1,0.0,2015
-116.337,51.356,YOHO NP OHARA LAKE,117R00H,BC,10.3,0.0,,24.0,0.0,-3.0,0.0,0.0,0.0,,113.9,0.0,,0.0,14.0,,,,239.7,0.0,2015
-121.017,56.298,CHARLIE LAKE,11814FR,BC,14.5,9.0,,25.0,9.0,0.5,9.0,0.0,9.0,,57.6,9.0,,,10.0,,,,78.1,0.0,2015
-121.627,55.687,CHETWYND A,1181508,BC,14.7,0.0,0.2,25.9,0.0,1.6,0.0,0.0,0.0,,30.8,0.0,60.0,0.0,8.0,,,,107.7,5.5,2015
-120.183,55.742,DAWSON CREEK A,1182289,BC,14.5,0.0,,25.7,0.0,-1.6,0.0,,,,42.3,0.0,,,8.0,,,,110.6,2.9,2015
-120.74,56.238,FORT ST. JOHN A,1183001,BC,15.0,0.0,,25.5,0.0,0.9,0.0,0.0,0.0,,36.4,3.0,,,4.0,,,,96.3,3.8,2015
-123.133,55.299,MACKENZIE,1184791,BC,14.1,0.0,,25.6,0.0,1.5,0.0,,,,0.0,0.0,,,0.0,,,,122.3,0.0,2015
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,14.4,0.0,,25.9,0.0,1.8,0.0,,,,37.8,0.0,,,10.0,,,,112.6,0.0,2015
-122.718,57.25,SIKANNI CHIEF,1187335,BC,12.4,10.0,,22.2,10.0,-1.5,10.0,0.0,10.0,,124.0,10.0,,,12.0,,,,117.7,0.0,2015
-130.031,58.422,DEASE LAKE A,1192341,BC,11.5,1.0,,24.0,1.0,-0.9,1.0,,,,67.5,1.0,,,17.0,,,,195.0,0.0,2015
-122.597,58.836,FORT NELSON A,1192946,BC,14.7,0.0,,25.6,0.0,0.7,0.0,0.0,0.0,,91.5,0.0,,,13.0,,,,103.1,0.8,2015
-122.573,58.841,FORT NELSON UA,1192950,BC,15.4,0.0,,26.5,0.0,1.0,0.0,0.0,0.0,,94.2,0.0,,0.0,14.0,,,,83.4,3.4,2015
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,11.4,0.0,,24.0,0.0,-1.1,0.0,,,,67.5,0.0,,,16.0,,,,205.4,0.0,2015
-133.7,59.567,ATLIN,1200560,BC,12.0,2.0,-0.4,22.5,2.0,-11.5,2.0,0.0,2.0,,92.9,2.0,,0.0,17.0,,,,172.6,0.0,2015
-136.367,59.45,PLEASANT CAMP,1206197,BC,11.4,0.0,-1.9,26.0,0.0,-2.0,0.0,0.0,0.0,,107.9,0.0,149.0,0.0,14.0,,,,205.1,0.0,2015
-139.04,61.371,BURWASH A,2100181,YT,9.6,2.0,,24.9,2.0,-3.1,1.0,,,,53.2,2.0,,,11.0,,,,242.4,0.0,2015
-139.017,61.367,BURWASH AIRPORT AUTO,2100184,YT,9.5,0.0,,25.0,0.0,-3.4,0.0,,,,48.4,0.0,,,9.0,,,,262.3,0.0,2015
-136.192,62.115,CARMACKS CS,2100301,YT,11.6,1.0,,28.9,1.0,-0.7,0.0,,,,89.7,1.0,,,12.0,,,,193.4,0.0,2015
-133.376,62.208,FARO (AUT),2100518,YT,11.7,1.0,,26.7,1.0,1.4,0.0,,,,89.4,1.0,,,12.0,,,,187.8,0.0,2015
-137.58,60.773,HAINES JUNCTION,2100630,YT,11.0,0.0,,27.6,0.0,-2.6,0.0,,,,44.5,0.0,,,11.0,,,,216.9,0.0,2015
-138.913,69.568,HERSCHEL ISLAND,2100636,YT,1.5,30.0,,2.3,30.0,0.7,30.0,,,,4.1,30.0,,,1.0,,,,16.5,0.0,2015
-140.15,69.164,IVVAVIK NAT. PARK,2100660,YT,7.8,0.0,,21.9,0.0,-3.0,0.0,,,,37.7,2.0,,,11.0,,,,315.0,0.0,2015
-140.197,69.612,KOMAKUK BEACH,2100682,YT,6.5,0.0,,20.2,0.0,-1.5,0.0,,,,,,,,,,,,356.7,0.0,2015
-130.037,63.244,MACMILLAN PASS,2100693,YT,8.3,1.0,,22.6,1.0,-1.8,0.0,,,,47.5,4.0,,,10.0,,,,291.3,0.0,2015
-140.848,68.801,MARGARET LAKE,2100697,YT,7.2,0.0,,18.5,0.0,-3.4,0.0,,,,,,,,,,,,333.4,0.0,2015
-135.868,63.616,MAYO A,2100701,YT,11.9,0.0,,27.0,0.0,-0.6,0.0,0.0,0.0,,86.1,0.0,,,14.0,,,,190.2,0.3,2015
-135.183,60.876,MAYO ROAD,2100709,YT,11.6,0.0,-1.1,27.0,0.0,0.5,0.0,0.0,0.0,0.0,92.6,0.0,193.0,0.0,18.0,,,,197.3,0.0,2015
-139.839,67.571,OLD CROW RCS,2100805,YT,9.5,4.0,,23.9,4.0,-1.2,2.0,,,,43.1,4.0,,,7.0,,,,230.6,0.0,2015
-137.05,61.033,OTTER FALLS NCPC,2100840,YT,10.3,1.0,-0.6,25.0,1.0,-3.0,1.0,2.0,1.0,,72.7,1.0,,,15.0,,,,232.2,0.0,2015
-137.311,62.83,PELLY RANCH,2100880,YT,12.0,0.0,-0.8,29.0,0.0,-1.5,0.0,0.0,0.0,0.0,85.7,0.0,207.0,,12.0,,,,185.4,0.0,2015
-136.218,66.981,ROCK RIVER,2100935,YT,7.8,2.0,,20.5,2.0,-2.7,1.0,,,,106.8,7.0,,,15.0,,,,294.5,0.0,2015
-137.217,68.95,SHINGLE POINT A,2100950,YT,7.9,0.0,,21.3,0.0,0.2,0.0,,,,,,,,,,,,314.3,0.0,2015
-129.132,61.182,HOUR LAKE,2100FCG,YT,11.0,0.0,,24.0,0.0,-2.5,0.0,0.0,0.0,,132.2,0.0,,,19.0,,,,217.3,0.0,2015
-139.127,64.061,DAWSON,2100LRP,YT,11.5,0.0,,28.7,0.0,-1.0,0.0,,,,43.1,0.0,,,9.0,,,,201.3,0.5,2015
-135.573,60.946,TAKHINI RIVER RANCH,2101095,YT,10.9,0.0,-0.9,26.0,0.0,-2.0,0.0,0.0,0.0,,78.4,0.0,210.0,,16.0,,,,222.1,0.5,2015
-132.733,60.167,TESLIN (AUT),2101102,YT,11.8,0.0,,25.3,0.0,0.9,0.0,,,,81.4,0.0,,,14.0,,,,191.4,0.0,2015
-128.832,60.116,WATSON LAKE (AUT),2101204,YT,13.2,0.0,,24.8,0.0,1.4,0.0,,,,47.2,0.0,,,11.0,,,,147.5,0.0,2015
-135.067,60.709,WHITEHORSE A,2101303,YT,12.1,0.0,,25.6,0.0,0.6,0.0,,,,,,,,,,,,183.2,0.0,2015
-135.098,60.733,WHITEHORSE AUTO,2101310,YT,11.8,0.0,,25.5,0.0,0.8,0.0,,,,64.6,0.0,,,12.0,,,,191.5,0.0,2015
-124.717,70.167,CAPE PARRY A,2200675,NT,6.6,0.0,,16.7,0.0,1.0,0.0,,,,,,,,,,,,353.0,0.0,2015
-126.123,67.021,COLVILLE LAKE,2200824,NT,11.6,0.0,,26.6,0.0,1.0,0.0,,,,26.1,5.0,,,8.0,,,,202.1,2.9,2015
-123.433,65.209,DELINE CS,2201022,NT,20.4,24.0,,39.5,24.0,6.4,23.0,,,,,,,,,,,,8.8,25.8,2015
-124.468,61.257,DEADMEN VALLEY,22010H0,NT,14.2,0.0,,29.2,0.0,0.0,0.0,,,,51.0,11.0,,,7.0,,,,120.4,2.3,2015
-128.644,66.242,FORT GOOD HOPE CS,2201450,NT,13.6,0.0,,30.2,0.0,2.5,0.0,,,,40.0,0.0,,,8.0,,,,142.9,7.6,2015
-123.467,60.233,FORT LIARD,2201579,NT,16.6,0.0,,28.8,0.0,2.8,0.0,,,,,,,,,,,,64.0,20.0,2015
-117.602,61.317,FORT PROVIDENCE,2201799,NT,15.2,0.0,,28.9,0.0,3.3,0.0,,,,,,,,,,,,95.2,9.9,2015
-109.168,62.711,FORT RELIANCE (AUT),2201903,NT,15.5,1.0,,26.6,1.0,6.3,0.0,,,,57.7,1.0,,,9.0,,,,87.9,11.7,2015
-121.237,61.76,FORT SIMPSON CLIMATE,2202102,NT,14.8,0.0,,28.1,0.0,-0.6,0.0,,,,53.4,0.0,,,7.0,,,,113.4,13.8,2015
-121.237,61.76,FORT SIMPSON A,2202103,NT,14.9,0.0,,28.5,0.0,-0.6,0.0,0.0,0.0,,50.4,0.0,,,10.0,,,,111.3,15.5,2015
-111.962,60.02,FORT SMITH A,2202201,NT,15.9,1.0,,29.5,1.0,1.5,0.0,0.0,2.0,,71.0,4.0,,,7.0,,,,77.6,15.8,2015
-111.929,60.026,FORT SMITH CLIMATE,2202202,NT,15.9,0.0,,29.8,0.0,1.1,0.0,,,,65.4,1.0,,,6.0,,,,81.9,16.1,2015
-105.133,63.6,HANBURY RIVER,2202351,NT,12.7,0.0,,26.9,0.0,4.2,0.0,,,,63.3,3.0,,,10.0,,,,166.4,0.8,2015
-115.783,60.84,HAY RIVER A,2202401,NT,15.1,0.0,,28.2,0.0,5.1,0.0,0.0,0.0,,104.0,1.0,,,12.0,,,,97.5,9.1,2015
-115.777,60.839,HAY RIVER CLIMATE,2202402,NT,15.6,0.0,,28.6,0.0,6.0,0.0,,,,92.7,0.0,,,8.0,,,,87.7,12.5,2015
-113.726,61.92,INNER WHALEBACKS,2202560,NT,13.5,13.0,,19.5,13.0,8.6,13.0,,,,9.9,17.0,,,3.0,,,,80.3,0.0,2015
-133.517,68.317,INUVIK CLIMATE,2202578,NT,9.6,1.0,,24.7,1.0,0.4,0.0,,,,73.3,1.0,,,9.0,,,,253.6,0.5,2015
-117.245,63.134,LAC LA MARTRE,2202678,NT,13.5,1.0,,28.4,1.0,-2.8,0.0,,,,,,,,,,,,141.3,4.8,2015
-126.799,65.281,NORMAN WELLS A,2202801,NT,12.5,0.0,,29.5,0.0,-1.0,0.0,0.0,1.0,,36.8,1.0,,,9.0,,,,173.4,3.6,2015
-126.753,65.288,NORMAN WELLS CLIMATE,2202810,NT,12.2,0.0,,30.1,0.0,-1.4,0.0,,,,77.7,0.0,,,25.0,,,,180.7,2.2,2015
-124.083,69.358,PAULATUK,2203058,NT,9.6,1.0,,21.6,1.0,1.9,0.0,,,,35.0,6.0,,,7.0,,,,250.7,0.0,2015
-127.209,61.963,RABBIT KETTLE,2203342,NT,13.2,0.0,,28.7,0.0,0.1,0.0,,,,,,,,,,,,150.5,0.4,2015
-133.017,69.433,TUKTOYAKTUK,2203914,NT,8.7,0.0,,25.8,0.0,1.7,0.0,,,,,,,,,,,,288.8,0.0,2015
-114.44,62.463,YELLOWKNIFE A,2204101,NT,15.0,0.0,,25.2,0.0,2.7,0.0,0.0,0.0,,41.8,0.0,,,9.0,,,,101.8,9.0,2015
-114.383,62.45,YELLOWKNIFE-HENDERSON,2204110,NT,15.0,0.0,,26.0,0.0,3.5,0.0,0.0,0.0,,46.8,0.0,,0.0,10.0,,,,98.3,6.8,2015
-130.911,69.604,LIVERPOOL BAY,220B68C,NT,7.8,0.0,,21.6,0.0,0.2,0.0,,,,,,,,,,,,317.5,0.0,2015
-130.228,67.179,LITTLE CHICAGO,220B6Q3,NT,12.2,0.0,,27.9,0.0,1.8,0.0,,,,,,,,,,,,183.6,2.6,2015
-110.69,62.416,LUTSELK'E CS,220L002,NT,14.0,1.0,,26.3,1.0,3.2,0.0,,,,,,,,,,,,130.1,10.8,2015
-110.615,64.699,EKATI A,220N001,NT,12.9,1.0,,25.5,1.0,4.5,1.0,0.0,1.0,,84.2,1.0,,0.0,12.0,,,,152.9,1.3,2015
-122.851,61.125,LINDBURG LANDING,220N003,NT,16.6,17.0,,28.5,17.0,7.0,17.0,,,,7.7,17.0,,,2.0,,,,22.8,2.9,2015
-113.863,63.603,LOWER CARP LAKE,220N004,NT,12.1,13.0,,20.7,13.0,4.8,13.0,,,,,,,,,,,,106.1,0.0,2015
-133.502,68.746,TRAIL VALLEY,220N005,NT,8.7,0.0,,24.4,0.0,-0.3,0.0,,,,57.5,5.0,,,10.0,,,,287.6,0.0,2015
-94.072,61.094,ARVIAT A,2300427,NU,9.7,0.0,,26.3,0.0,3.8,0.0,,,,35.4,1.0,,,8.0,,,,257.9,0.3,2015
